entity1,relation,entity2
"Kid in King Arthur's Court, A",IN_GENRE,Fantasy
"Kid in King Arthur's Court, A",RELEASED_ON,1995-08-11
"Kid in King Arthur's Court, A",HAS_IMDB_RATING,4.8
Kiss of Death,HAS_ACTOR,Nicolas Cage
Kiss of Death,HAS_ACTOR,David Caruso
Kiss of Death,HAS_ACTOR,Helen Hunt
Kiss of Death,HAS_ACTOR,Samuel L. Jackson
Kiss of Death,HAS_DIRECTOR,Barbet Schroeder
Kiss of Death,IN_GENRE,Crime
Kiss of Death,IN_GENRE,Thriller
Kiss of Death,IN_GENRE,Drama
Kiss of Death,RELEASED_ON,1995-04-21
Kiss of Death,HAS_IMDB_RATING,5.9
Star Wars: Episode IV - A New Hope,HAS_ACTOR,Peter Cushing
Star Wars: Episode IV - A New Hope,HAS_ACTOR,Mark Hamill
Star Wars: Episode IV - A New Hope,HAS_ACTOR,Harrison Ford
Star Wars: Episode IV - A New Hope,HAS_ACTOR,Carrie Fisher
Star Wars: Episode IV - A New Hope,HAS_DIRECTOR,George Lucas
Star Wars: Episode IV - A New Hope,IN_GENRE,Sci-Fi
Star Wars: Episode IV - A New Hope,IN_GENRE,Action
Star Wars: Episode IV - A New Hope,IN_GENRE,Adventure
Star Wars: Episode IV - A New Hope,RELEASED_ON,1977-05-25
Star Wars: Episode IV - A New Hope,HAS_IMDB_RATING,8.7
Little Women,HAS_ACTOR,Gabriel Byrne
Little Women,HAS_ACTOR,Winona Ryder
Little Women,HAS_ACTOR,Samantha Mathis
Little Women,HAS_ACTOR,Trini Alvarado
Little Women,HAS_DIRECTOR,Gillian Armstrong
Little Women,IN_GENRE,Drama
Little Women,RELEASED_ON,1994-12-25
Little Women,HAS_IMDB_RATING,7.3
"Little Princess, A",HAS_ACTOR,Liesel Matthews
"Little Princess, A",HAS_ACTOR,Eleanor Bron
"Little Princess, A",HAS_ACTOR,Liam Cunningham
"Little Princess, A",HAS_ACTOR,Rusty Schwimmer
"Little Princess, A",HAS_DIRECTOR,Alfonso Cuarón
"Little Princess, A",IN_GENRE,Drama
"Little Princess, A",IN_GENRE,Children
"Little Princess, A",RELEASED_ON,1995-05-19
"Little Princess, A",HAS_IMDB_RATING,7.7
Ladybird Ladybird,HAS_ACTOR,Vladimir Vega
Ladybird Ladybird,HAS_ACTOR,Crissy Rock
Ladybird Ladybird,HAS_ACTOR,Mauricio Venegas
Ladybird Ladybird,HAS_ACTOR,Sandie Lavelle
Ladybird Ladybird,HAS_DIRECTOR,Ken Loach
Ladybird Ladybird,IN_GENRE,Drama
Ladybird Ladybird,RELEASED_ON,1995-01-01
Ladybird Ladybird,HAS_IMDB_RATING,7.5
"Enfer, L'",HAS_ACTOR,Emmanuelle Béart
"Enfer, L'",HAS_ACTOR,François Cluzet
"Enfer, L'",HAS_ACTOR,Nathalie Cardone
"Enfer, L'",HAS_ACTOR,André Wilms
"Enfer, L'",HAS_DIRECTOR,Claude Chabrol
"Enfer, L'",IN_GENRE,Drama
"Enfer, L'",RELEASED_ON,1994-11-01
"Enfer, L'",HAS_IMDB_RATING,7.2
Like Water for Chocolate (Como agua para chocolate),HAS_ACTOR,Mario Iván Martínez
Like Water for Chocolate (Como agua para chocolate),HAS_ACTOR,Regina Torné
Like Water for Chocolate (Como agua para chocolate),HAS_ACTOR,Lumi Cavazos
Like Water for Chocolate (Como agua para chocolate),HAS_ACTOR,Marco Leonardi
Like Water for Chocolate (Como agua para chocolate),HAS_DIRECTOR,Alfonso Arau
Like Water for Chocolate (Como agua para chocolate),IN_GENRE,Romance
Like Water for Chocolate (Como agua para chocolate),IN_GENRE,Drama
Like Water for Chocolate (Como agua para chocolate),IN_GENRE,Fantasy
Like Water for Chocolate (Como agua para chocolate),RELEASED_ON,1993-05-28
Like Water for Chocolate (Como agua para chocolate),HAS_IMDB_RATING,7.2
Legends of the Fall,HAS_ACTOR,Brad Pitt
Legends of the Fall,HAS_ACTOR,Aidan Quinn
Legends of the Fall,HAS_ACTOR,Julia Ormond
Legends of the Fall,HAS_ACTOR,Anthony Hopkins
Legends of the Fall,HAS_DIRECTOR,Edward Zwick
Legends of the Fall,IN_GENRE,Drama
Legends of the Fall,IN_GENRE,Romance
Legends of the Fall,IN_GENRE,War
Legends of the Fall,IN_GENRE,Western
Legends of the Fall,RELEASED_ON,1995-01-13
Legends of the Fall,HAS_IMDB_RATING,7.5
Major Payne,HAS_ACTOR,Orlando Brown
Major Payne,HAS_ACTOR,Damon Wayans
Major Payne,HAS_ACTOR,Joseph Blaire
Major Payne,HAS_ACTOR,Michael Ironside
Major Payne,HAS_DIRECTOR,Nick Castle
Major Payne,IN_GENRE,Comedy
Major Payne,RELEASED_ON,1995-03-24
Major Payne,HAS_IMDB_RATING,6.1
Little Odessa,HAS_ACTOR,Tim Roth
Little Odessa,HAS_ACTOR,Vanessa Redgrave
Little Odessa,HAS_ACTOR,Edward Furlong
Little Odessa,HAS_ACTOR,Moira Kelly
Little Odessa,HAS_DIRECTOR,James Gray
Little Odessa,IN_GENRE,Drama
Little Odessa,IN_GENRE,Crime
Little Odessa,RELEASED_ON,1995-05-19
Little Odessa,HAS_IMDB_RATING,6.8
My Crazy Life (Mi vida loca),HAS_ACTOR,Marlo Marron
My Crazy Life (Mi vida loca),HAS_ACTOR,Angel Aviles
My Crazy Life (Mi vida loca),HAS_ACTOR,Jacob Vargas
My Crazy Life (Mi vida loca),HAS_ACTOR,Seidy Lopez
My Crazy Life (Mi vida loca),HAS_DIRECTOR,Allison Anders
My Crazy Life (Mi vida loca),IN_GENRE,Drama
My Crazy Life (Mi vida loca),RELEASED_ON,1994-07-15
My Crazy Life (Mi vida loca),HAS_IMDB_RATING,6.6
Love Affair,HAS_ACTOR,Katharine Hepburn
Love Affair,HAS_ACTOR,Annette Bening
Love Affair,HAS_ACTOR,Warren Beatty
Love Affair,HAS_ACTOR,Garry Shandling
Love Affair,HAS_DIRECTOR,Glenn Gordon Caron
Love Affair,IN_GENRE,Romance
Love Affair,IN_GENRE,Drama
Love Affair,RELEASED_ON,1994-10-21
Love Affair,HAS_IMDB_RATING,5.9
Losing Isaiah,HAS_ACTOR,Jessica Lange
Losing Isaiah,HAS_ACTOR,Cuba Gooding Jr.
Losing Isaiah,HAS_ACTOR,David Strathairn
Losing Isaiah,HAS_ACTOR,Halle Berry
Losing Isaiah,HAS_DIRECTOR,Stephen Gyllenhaal
Losing Isaiah,IN_GENRE,Drama
Losing Isaiah,RELEASED_ON,1995-03-17
Losing Isaiah,HAS_IMDB_RATING,6.4
"Madness of King George, The",HAS_ACTOR,Nigel Hawthorne
"Madness of King George, The",HAS_ACTOR,Rupert Graves
"Madness of King George, The",HAS_ACTOR,Amanda Donohoe
"Madness of King George, The",HAS_ACTOR,Helen Mirren
"Madness of King George, The",HAS_DIRECTOR,Nicholas Hytner
"Madness of King George, The",IN_GENRE,Drama
"Madness of King George, The",IN_GENRE,Comedy
"Madness of King George, The",RELEASED_ON,1994-12-28
"Madness of King George, The",HAS_IMDB_RATING,7.3
Mary Shelley's Frankenstein (Frankenstein),HAS_ACTOR,Tom Hulce
Mary Shelley's Frankenstein (Frankenstein),HAS_ACTOR,Helena Bonham Carter
Mary Shelley's Frankenstein (Frankenstein),HAS_ACTOR,Robert De Niro
Mary Shelley's Frankenstein (Frankenstein),HAS_ACTOR,Kenneth Branagh
Mary Shelley's Frankenstein (Frankenstein),HAS_DIRECTOR,Kenneth Branagh
Mary Shelley's Frankenstein (Frankenstein),IN_GENRE,Horror
Mary Shelley's Frankenstein (Frankenstein),IN_GENRE,Drama
Mary Shelley's Frankenstein (Frankenstein),IN_GENRE,Sci-Fi
Mary Shelley's Frankenstein (Frankenstein),RELEASED_ON,1994-11-04
Mary Shelley's Frankenstein (Frankenstein),HAS_IMDB_RATING,6.4
Man of the House,HAS_ACTOR,Chevy Chase
Man of the House,HAS_ACTOR,George Wendt
Man of the House,HAS_ACTOR,Farrah Fawcett
Man of the House,HAS_ACTOR,Jonathan Taylor Thomas
Man of the House,HAS_DIRECTOR,James Orr
Man of the House,IN_GENRE,Comedy
Man of the House,RELEASED_ON,1995-03-03
Man of the House,HAS_IMDB_RATING,4.9
Mixed Nuts,HAS_ACTOR,Anthony LaPaglia
Mixed Nuts,HAS_ACTOR,Robert Klein
Mixed Nuts,HAS_ACTOR,Madeline Kahn
Mixed Nuts,HAS_ACTOR,Steve Martin
Mixed Nuts,HAS_DIRECTOR,Nora Ephron
Mixed Nuts,IN_GENRE,Comedy
Mixed Nuts,RELEASED_ON,1994-12-21
Mixed Nuts,HAS_IMDB_RATING,5.3
Milk Money,HAS_ACTOR,Malcolm McDowell
Milk Money,HAS_ACTOR,Melanie Griffith
Milk Money,HAS_ACTOR,Ed Harris
Milk Money,HAS_ACTOR,Michael Patrick Carter
Milk Money,HAS_DIRECTOR,Richard Benjamin
Milk Money,IN_GENRE,Romance
Milk Money,IN_GENRE,Comedy
Milk Money,RELEASED_ON,1994-08-31
Milk Money,HAS_IMDB_RATING,5.4
Miracle on 34th Street,HAS_ACTOR,Richard Attenborough
Miracle on 34th Street,HAS_ACTOR,J.T. Walsh
Miracle on 34th Street,HAS_ACTOR,Dylan McDermott
Miracle on 34th Street,HAS_ACTOR,Elizabeth Perkins
Miracle on 34th Street,HAS_DIRECTOR,Les Mayfield
Miracle on 34th Street,IN_GENRE,Drama
Miracle on 34th Street,RELEASED_ON,1994-11-18
Miracle on 34th Street,HAS_IMDB_RATING,6.4
Miami Rhapsody,HAS_ACTOR,Mia Farrow
Miami Rhapsody,HAS_ACTOR,Gil Bellows
Miami Rhapsody,HAS_ACTOR,Sarah Jessica Parker
Miami Rhapsody,HAS_ACTOR,Antonio Banderas
Miami Rhapsody,HAS_DIRECTOR,David Frankel
Miami Rhapsody,IN_GENRE,Comedy
Miami Rhapsody,RELEASED_ON,1995-01-27
Miami Rhapsody,HAS_IMDB_RATING,5.3
My Family,HAS_ACTOR,Jimmy Smits
My Family,HAS_ACTOR,Edward James Olmos
My Family,HAS_ACTOR,Rafael Cortes
My Family,HAS_ACTOR,Amelia Zapata
My Family,HAS_DIRECTOR,Gregory Nava
My Family,IN_GENRE,Drama
My Family,RELEASED_ON,1995-05-03
My Family,HAS_IMDB_RATING,7.3
Murder in the First,HAS_ACTOR,Christian Slater
Murder in the First,HAS_ACTOR,Gary Oldman
Murder in the First,HAS_ACTOR,Kevin Bacon
Murder in the First,HAS_ACTOR,Embeth Davidtz
Murder in the First,HAS_DIRECTOR,Marc Rocco
Murder in the First,IN_GENRE,Drama
Murder in the First,IN_GENRE,Thriller
Murder in the First,RELEASED_ON,1995-01-20
Murder in the First,HAS_IMDB_RATING,7.3
Nobody's Fool,HAS_ACTOR,Paul Newman
Nobody's Fool,HAS_ACTOR,Jessica Tandy
Nobody's Fool,HAS_ACTOR,Bruce Willis
Nobody's Fool,HAS_ACTOR,Melanie Griffith
Nobody's Fool,HAS_DIRECTOR,Robert Benton
Nobody's Fool,IN_GENRE,Romance
Nobody's Fool,IN_GENRE,Comedy
Nobody's Fool,IN_GENRE,Drama
Nobody's Fool,RELEASED_ON,1995-01-13
Nobody's Fool,HAS_IMDB_RATING,7.4
Nell,HAS_ACTOR,Jodie Foster
Nell,HAS_ACTOR,Richard Libertini
Nell,HAS_ACTOR,Liam Neeson
Nell,HAS_ACTOR,Natasha Richardson
Nell,HAS_DIRECTOR,Michael Apted
Nell,IN_GENRE,Drama
Nell,RELEASED_ON,1994-12-23
Nell,HAS_IMDB_RATING,6.5
New Jersey Drive,HAS_ACTOR,Shar-Ron Corley
New Jersey Drive,HAS_ACTOR,Gwen McGee
New Jersey Drive,HAS_ACTOR,Gabriel Casseus
New Jersey Drive,HAS_ACTOR,Saul Stein
New Jersey Drive,HAS_DIRECTOR,Nick Gomez
New Jersey Drive,IN_GENRE,Crime
New Jersey Drive,IN_GENRE,Drama
New Jersey Drive,RELEASED_ON,1995-04-19
New Jersey Drive,HAS_IMDB_RATING,6.6
Beyond Bedlam,HAS_ACTOR,Keith Allen
Beyond Bedlam,HAS_ACTOR,Elizabeth Hurley
Beyond Bedlam,HAS_ACTOR,Anita Dobson
Beyond Bedlam,HAS_ACTOR,Craig Fairbrass
Beyond Bedlam,HAS_DIRECTOR,Vadim Jean
Beyond Bedlam,IN_GENRE,Drama
Beyond Bedlam,IN_GENRE,Horror
Beyond Bedlam,RELEASED_ON,1994-04-22
Beyond Bedlam,HAS_IMDB_RATING,3.4
Nina Takes a Lover,HAS_ACTOR,Laura San Giacomo
Nina Takes a Lover,HAS_ACTOR,Paul Rhys
Nina Takes a Lover,HAS_ACTOR,Michael O'Keefe
Nina Takes a Lover,HAS_ACTOR,Cristi Conaway
Nina Takes a Lover,HAS_DIRECTOR,Alan Jacobs
Nina Takes a Lover,IN_GENRE,Comedy
Nina Takes a Lover,IN_GENRE,Romance
Nina Takes a Lover,RELEASED_ON,1995-03-03
Nina Takes a Lover,HAS_IMDB_RATING,5.7
Natural Born Killers,HAS_ACTOR,Woody Harrelson
Natural Born Killers,HAS_ACTOR,Tom Sizemore
Natural Born Killers,HAS_ACTOR,Juliette Lewis
Natural Born Killers,HAS_ACTOR,Rodney Dangerfield
Natural Born Killers,HAS_DIRECTOR,Oliver Stone
Natural Born Killers,IN_GENRE,Thriller
Natural Born Killers,IN_GENRE,Action
Natural Born Killers,IN_GENRE,Crime
Natural Born Killers,RELEASED_ON,1994-08-26
Natural Born Killers,HAS_IMDB_RATING,7.3
Only You,HAS_ACTOR,Marisa Tomei
Only You,HAS_ACTOR,Bonnie Hunt
Only You,HAS_ACTOR,Robert Downey Jr.
Only You,HAS_ACTOR,Joaquim de Almeida
Only You,HAS_DIRECTOR,Norman Jewison
Only You,IN_GENRE,Comedy
Only You,IN_GENRE,Romance
Only You,RELEASED_ON,1994-10-07
Only You,HAS_IMDB_RATING,6.5
Once Were Warriors,HAS_ACTOR,Mamaengaroa Kerr-Bell
Once Were Warriors,HAS_ACTOR,Temuera Morrison
Once Were Warriors,HAS_ACTOR,Julian Arahanga
Once Were Warriors,HAS_ACTOR,Rena Owen
Once Were Warriors,HAS_DIRECTOR,Lee Tamahori
Once Were Warriors,IN_GENRE,Crime
Once Were Warriors,IN_GENRE,Drama
Once Were Warriors,RELEASED_ON,1995-03-03
Once Were Warriors,HAS_IMDB_RATING,8.0
Poison Ivy II,HAS_ACTOR,Belinda Bauer
Poison Ivy II,HAS_ACTOR,Xander Berkeley
Poison Ivy II,HAS_ACTOR,Johnathon Schaech
Poison Ivy II,HAS_ACTOR,Alyssa Milano
Poison Ivy II,HAS_DIRECTOR,Anne Goursaud
Poison Ivy II,IN_GENRE,Thriller
Poison Ivy II,IN_GENRE,Drama
Poison Ivy II,RELEASED_ON,1996-01-16
Poison Ivy II,HAS_IMDB_RATING,4.4
Outbreak,HAS_ACTOR,Dustin Hoffman
Outbreak,HAS_ACTOR,Rene Russo
Outbreak,HAS_ACTOR,Morgan Freeman
Outbreak,HAS_ACTOR,Kevin Spacey
Outbreak,HAS_DIRECTOR,Wolfgang Petersen
Outbreak,IN_GENRE,Thriller
Outbreak,IN_GENRE,Drama
Outbreak,IN_GENRE,Sci-Fi
Outbreak,IN_GENRE,Action
Outbreak,RELEASED_ON,1995-03-10
Outbreak,HAS_IMDB_RATING,6.6
Léon: The Professional (a.k.a. The Professional) (Léon),HAS_ACTOR,Jean Reno
Léon: The Professional (a.k.a. The Professional) (Léon),HAS_ACTOR,Gary Oldman
Léon: The Professional (a.k.a. The Professional) (Léon),HAS_ACTOR,Natalie Portman
Léon: The Professional (a.k.a. The Professional) (Léon),HAS_ACTOR,Danny Aiello
Léon: The Professional (a.k.a. The Professional) (Léon),HAS_DIRECTOR,Luc Besson
Léon: The Professional (a.k.a. The Professional) (Léon),IN_GENRE,Crime
Léon: The Professional (a.k.a. The Professional) (Léon),IN_GENRE,Drama
Léon: The Professional (a.k.a. The Professional) (Léon),IN_GENRE,Action
Léon: The Professional (a.k.a. The Professional) (Léon),IN_GENRE,Thriller
Léon: The Professional (a.k.a. The Professional) (Léon),RELEASED_ON,1994-11-18
Léon: The Professional (a.k.a. The Professional) (Léon),HAS_IMDB_RATING,8.6
"Perez Family, The",HAS_ACTOR,Marisa Tomei
"Perez Family, The",HAS_ACTOR,Anjelica Huston
"Perez Family, The",HAS_ACTOR,Alfred Molina
"Perez Family, The",HAS_ACTOR,Chazz Palminteri
"Perez Family, The",HAS_DIRECTOR,Mira Nair
"Perez Family, The",IN_GENRE,Comedy
"Perez Family, The",IN_GENRE,Romance
"Perez Family, The",RELEASED_ON,1995-05-12
"Perez Family, The",HAS_IMDB_RATING,6.1
"Pyromaniac's Love Story, A",HAS_ACTOR,Sadie Frost
"Pyromaniac's Love Story, A",HAS_ACTOR,William Baldwin
"Pyromaniac's Love Story, A",HAS_ACTOR,Erika Eleniak
"Pyromaniac's Love Story, A",HAS_ACTOR,John Leguizamo
"Pyromaniac's Love Story, A",HAS_DIRECTOR,Joshua Brand
"Pyromaniac's Love Story, A",IN_GENRE,Comedy
"Pyromaniac's Love Story, A",IN_GENRE,Romance
"Pyromaniac's Love Story, A",RELEASED_ON,1995-04-28
"Pyromaniac's Love Story, A",HAS_IMDB_RATING,5.4
Pulp Fiction,HAS_ACTOR,Tim Roth
Pulp Fiction,HAS_ACTOR,John Travolta
Pulp Fiction,HAS_ACTOR,Laura Lovelace
Pulp Fiction,HAS_ACTOR,Samuel L. Jackson
Pulp Fiction,HAS_DIRECTOR,Quentin Tarantino
Pulp Fiction,IN_GENRE,Drama
Pulp Fiction,IN_GENRE,Crime
Pulp Fiction,IN_GENRE,Comedy
Pulp Fiction,IN_GENRE,Thriller
Pulp Fiction,RELEASED_ON,1994-10-14
Pulp Fiction,HAS_IMDB_RATING,8.9
Priest,HAS_ACTOR,Tom Wilkinson
Priest,HAS_ACTOR,Robert Carlyle
Priest,HAS_ACTOR,Cathy Tyson
Priest,HAS_ACTOR,Linus Roache
Priest,HAS_DIRECTOR,Antonia Bird
Priest,IN_GENRE,Drama
Priest,RELEASED_ON,1995-03-24
Priest,HAS_IMDB_RATING,7.2
Quiz Show,HAS_ACTOR,John Turturro
Quiz Show,HAS_ACTOR,Paul Scofield
Quiz Show,HAS_ACTOR,Ralph Fiennes
Quiz Show,HAS_ACTOR,Rob Morrow
Quiz Show,HAS_DIRECTOR,Robert Redford
Quiz Show,IN_GENRE,Drama
Quiz Show,RELEASED_ON,1994-10-07
Quiz Show,HAS_IMDB_RATING,7.5
Picture Bride (Bijo photo),HAS_ACTOR,Youki Kudoh
Picture Bride (Bijo photo),HAS_ACTOR,Akira Takayama
Picture Bride (Bijo photo),HAS_ACTOR,Cary-Hiroyuki Tagawa
Picture Bride (Bijo photo),HAS_ACTOR,Tamlyn Tomita
Picture Bride (Bijo photo),HAS_DIRECTOR,Kayo Hatta
Picture Bride (Bijo photo),IN_GENRE,Drama
Picture Bride (Bijo photo),IN_GENRE,Romance
Picture Bride (Bijo photo),RELEASED_ON,1995-05-05
Picture Bride (Bijo photo),HAS_IMDB_RATING,6.8
"Queen Margot (Reine Margot, La)",HAS_ACTOR,Jean-Hugues Anglade
"Queen Margot (Reine Margot, La)",HAS_ACTOR,Isabelle Adjani
"Queen Margot (Reine Margot, La)",HAS_ACTOR,Vincent Perez
"Queen Margot (Reine Margot, La)",HAS_ACTOR,Daniel Auteuil
"Queen Margot (Reine Margot, La)",HAS_DIRECTOR,Patrice Chéreau
"Queen Margot (Reine Margot, La)",IN_GENRE,Drama
"Queen Margot (Reine Margot, La)",IN_GENRE,Romance
"Queen Margot (Reine Margot, La)",RELEASED_ON,1994-12-09
"Queen Margot (Reine Margot, La)",HAS_IMDB_RATING,7.5
"Quick and the Dead, The",HAS_ACTOR,Sharon Stone
"Quick and the Dead, The",HAS_ACTOR,Russell Crowe
"Quick and the Dead, The",HAS_ACTOR,Gene Hackman
"Quick and the Dead, The",HAS_ACTOR,Leonardo DiCaprio
"Quick and the Dead, The",HAS_DIRECTOR,Sam Raimi
"Quick and the Dead, The",IN_GENRE,Western
"Quick and the Dead, The",IN_GENRE,Thriller
"Quick and the Dead, The",IN_GENRE,Action
"Quick and the Dead, The",RELEASED_ON,1995-02-10
"Quick and the Dead, The",HAS_IMDB_RATING,6.4
Roommates,HAS_ACTOR,Peter Falk
Roommates,HAS_ACTOR,D.B. Sweeney
Roommates,HAS_ACTOR,Julianne Moore
Roommates,HAS_ACTOR,Ellen Burstyn
Roommates,HAS_DIRECTOR,Peter Yates
Roommates,IN_GENRE,Drama
Roommates,IN_GENRE,Comedy
Roommates,RELEASED_ON,1995-03-03
Roommates,HAS_IMDB_RATING,6.5
Ready to Wear (Pret-A-Porter),HAS_ACTOR,Sophia Loren
Ready to Wear (Pret-A-Porter),HAS_ACTOR,Jean-Pierre Cassel
Ready to Wear (Pret-A-Porter),HAS_ACTOR,Kim Basinger
Ready to Wear (Pret-A-Porter),HAS_ACTOR,Marcello Mastroianni
Ready to Wear (Pret-A-Porter),HAS_DIRECTOR,Robert Altman
Ready to Wear (Pret-A-Porter),IN_GENRE,Comedy
Ready to Wear (Pret-A-Porter),RELEASED_ON,1994-12-25
Ready to Wear (Pret-A-Porter),HAS_IMDB_RATING,5.0
Three Colors: Red (Trois couleurs: Rouge),HAS_ACTOR,Irène Jacob
Three Colors: Red (Trois couleurs: Rouge),HAS_ACTOR,Jean-Pierre Lorit
Three Colors: Red (Trois couleurs: Rouge),HAS_ACTOR,Frédérique Feder
Three Colors: Red (Trois couleurs: Rouge),HAS_ACTOR,Jean-Louis Trintignant
Three Colors: Red (Trois couleurs: Rouge),HAS_DIRECTOR,Krzysztof Kieślowski
Three Colors: Red (Trois couleurs: Rouge),IN_GENRE,Drama
Three Colors: Red (Trois couleurs: Rouge),RELEASED_ON,1994-11-23
Three Colors: Red (Trois couleurs: Rouge),HAS_IMDB_RATING,8.1
Three Colors: Blue (Trois couleurs: Bleu),HAS_ACTOR,Juliette Binoche
Three Colors: Blue (Trois couleurs: Bleu),HAS_ACTOR,Florence Pernel
Three Colors: Blue (Trois couleurs: Bleu),HAS_ACTOR,Benoît Régent
Three Colors: Blue (Trois couleurs: Bleu),HAS_ACTOR,Charlotte Véry
Three Colors: Blue (Trois couleurs: Bleu),HAS_DIRECTOR,Krzysztof Kieślowski
Three Colors: Blue (Trois couleurs: Bleu),IN_GENRE,Drama
Three Colors: Blue (Trois couleurs: Bleu),RELEASED_ON,1993-09-08
Three Colors: Blue (Trois couleurs: Bleu),HAS_IMDB_RATING,8.0
Three Colors: White (Trzy kolory: Bialy),HAS_ACTOR,Jerzy Stuhr
Three Colors: White (Trzy kolory: Bialy),HAS_ACTOR,Janusz Gajos
Three Colors: White (Trzy kolory: Bialy),HAS_ACTOR,Julie Delpy
Three Colors: White (Trzy kolory: Bialy),HAS_ACTOR,Zbigniew Zamachowski
Three Colors: White (Trzy kolory: Bialy),HAS_DIRECTOR,Krzysztof Kieślowski
Three Colors: White (Trzy kolory: Bialy),IN_GENRE,Drama
Three Colors: White (Trzy kolory: Bialy),IN_GENRE,Comedy
Three Colors: White (Trzy kolory: Bialy),RELEASED_ON,1994-06-10
Three Colors: White (Trzy kolory: Bialy),HAS_IMDB_RATING,7.7
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",HAS_ACTOR,Ning Jing
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",HAS_ACTOR,Wu Gang
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",HAS_DIRECTOR,He Ping
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",IN_GENRE,Drama
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",RELEASED_ON,1995-06-02
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",HAS_IMDB_RATING,6.9
Stuart Saves His Family,HAS_ACTOR,Laura San Giacomo
Stuart Saves His Family,HAS_ACTOR,Vincent D'Onofrio
Stuart Saves His Family,HAS_ACTOR,Shirley Knight
Stuart Saves His Family,HAS_ACTOR,Al Franken
Stuart Saves His Family,HAS_DIRECTOR,Harold Ramis
Stuart Saves His Family,IN_GENRE,Comedy
Stuart Saves His Family,RELEASED_ON,1995-04-12
Stuart Saves His Family,HAS_IMDB_RATING,5.3
"Swan Princess, The",HAS_ACTOR,Jack Palance
"Swan Princess, The",HAS_ACTOR,Howard McGillin
"Swan Princess, The",HAS_ACTOR,Michelle Nicastro
"Swan Princess, The",HAS_ACTOR,Liz Callaway
"Swan Princess, The",HAS_DIRECTOR,Richard Rich
"Swan Princess, The",IN_GENRE,Children
"Swan Princess, The",IN_GENRE,Animation
"Swan Princess, The",RELEASED_ON,1994-11-18
"Swan Princess, The",HAS_IMDB_RATING,6.4
"Secret of Roan Inish, The",HAS_ACTOR,Pat Slowey
"Secret of Roan Inish, The",HAS_ACTOR,Dave Duffy
"Secret of Roan Inish, The",HAS_ACTOR,Declan Hannigan
"Secret of Roan Inish, The",HAS_ACTOR,Jeni Courtney
"Secret of Roan Inish, The",HAS_DIRECTOR,John Sayles
"Secret of Roan Inish, The",IN_GENRE,Mystery
"Secret of Roan Inish, The",IN_GENRE,Fantasy
"Secret of Roan Inish, The",IN_GENRE,Drama
"Secret of Roan Inish, The",IN_GENRE,Children
"Secret of Roan Inish, The",RELEASED_ON,1995-02-03
"Secret of Roan Inish, The",HAS_IMDB_RATING,7.5
"Specialist, The",HAS_ACTOR,Sylvester Stallone
"Specialist, The",HAS_ACTOR,James Woods
"Specialist, The",HAS_ACTOR,Sharon Stone
"Specialist, The",HAS_ACTOR,Rod Steiger
"Specialist, The",HAS_DIRECTOR,Luis Llosa
"Specialist, The",IN_GENRE,Action
"Specialist, The",IN_GENRE,Thriller
"Specialist, The",IN_GENRE,Drama
"Specialist, The",RELEASED_ON,1994-10-07
"Specialist, The",HAS_IMDB_RATING,5.4
Stargate,HAS_ACTOR,Kurt Russell
Stargate,HAS_ACTOR,Jaye Davidson
Stargate,HAS_ACTOR,James Spader
Stargate,HAS_ACTOR,Viveca Lindfors
Stargate,HAS_DIRECTOR,Roland Emmerich
Stargate,IN_GENRE,Adventure
Stargate,IN_GENRE,Action
Stargate,IN_GENRE,Sci-Fi
Stargate,RELEASED_ON,1994-10-28
Stargate,HAS_IMDB_RATING,7.0
"Santa Clause, The",HAS_ACTOR,Tim Allen
"Santa Clause, The",HAS_ACTOR,Wendy Crewson
"Santa Clause, The",HAS_ACTOR,Judge Reinhold
"Santa Clause, The",HAS_ACTOR,Eric Lloyd
"Santa Clause, The",HAS_DIRECTOR,John Pasquin
"Santa Clause, The",IN_GENRE,Comedy
"Santa Clause, The",IN_GENRE,Fantasy
"Santa Clause, The",IN_GENRE,Drama
"Santa Clause, The",RELEASED_ON,1994-11-11
"Santa Clause, The",HAS_IMDB_RATING,6.4
"Shawshank Redemption, The",HAS_ACTOR,Tim Robbins
"Shawshank Redemption, The",HAS_ACTOR,William Sadler
"Shawshank Redemption, The",HAS_ACTOR,Bob Gunton
"Shawshank Redemption, The",HAS_ACTOR,Morgan Freeman
"Shawshank Redemption, The",HAS_DIRECTOR,Frank Darabont
"Shawshank Redemption, The",IN_GENRE,Drama
"Shawshank Redemption, The",IN_GENRE,Crime
"Shawshank Redemption, The",RELEASED_ON,1994-10-14
"Shawshank Redemption, The",HAS_IMDB_RATING,9.3
Shallow Grave,HAS_ACTOR,Christopher Eccleston
Shallow Grave,HAS_ACTOR,Ewan McGregor
Shallow Grave,HAS_ACTOR,Ken Stott
Shallow Grave,HAS_ACTOR,Kerry Fox
Shallow Grave,HAS_DIRECTOR,Danny Boyle
Shallow Grave,IN_GENRE,Thriller
Shallow Grave,IN_GENRE,Comedy
Shallow Grave,IN_GENRE,Drama
